#input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,input17,input18,input19,input20,output
-254.0740286,65.12261623,-44.21682886,13.6699515,-30.68766233,7.629073366,-7.426269413,-27.15221792,-15.474751,-8.82833084,-18.17861816,-1.587198488,-15.15943125,-12.05325261,-5.351130675,1.28893259,-21.91436324,-7.831260192,-9.204141084,-10.83047775,10
-290.874458,53.06784617,-40.40941437,4.939372363,-21.03981263,-13.46266757,-10.67004032,-17.80618483,-22.16320058,-5.080908259,-17.46041736,-4.547920691,-20.91989132,-5.750969392,-10.27420969,-13.00592707,-4.109182323,1.895631741,1.599522622,3.923345132,10
-277.7862114,87.53636399,-33.80490852,18.38585824,-7.452539224,-8.089020551,-12.45393232,-6.4001414,-23.82226189,-4.238327323,-15.25012474,-7.930593163,-12.77429678,-10.01429804,-8.598467961,-2.681904946,-15.33853019,-6.439224507,-9.177364902,-6.523909296,10
-278.2418635,87.97909126,-40.81243236,3.836213651,-8.077326034,-23.94982207,-12.20506686,-20.80520631,-11.78619297,-10.48724601,-19.74905533,-7.903189788,-17.25415447,-4.11199404,-16.36559626,-17.06304071,-6.02641492,-7.332000393,-5.003293904,3.937117037,10
-334.5050677,118.8179232,-22.77125662,15.05714183,9.692016509,-18.22557179,-13.94891988,-11.74939415,-29.92832563,-2.61633076,-14.66757619,-9.246560018,-10.02017309,-7.446753993,-6.82313066,-2.624530215,-13.81029556,-5.523507974,-3.873231518,-6.93384866,10
-190.1972038,74.74850771,-29.09410444,2.290805412,-22.79774864,3.958018808,-12.10192123,-17.31967163,-13.11689841,-3.280047239,-8.83173842,-6.598537093,-8.212763114,-16.79353117,-14.41308283,3.092485071,-22.65043231,-4.848013682,-5.984056984,-5.262695356,10
-290.448343,95.23321109,-5.978867015,-0.445302775,-23.95338053,-7.514377219,-7.844637716,-15.54265325,-17.14812491,-15.24079782,-13.76954291,-10.27320887,-4.933962383,-14.37383144,-16.82360405,1.823817093,-19.94664937,-9.075556159,-2.091525957,-5.768614795,10
-262.0388764,97.33718773,-26.71857179,2.7343412,-8.066082079,-17.02378823,-1.403947143,-7.49158325,-24.74174009,-4.248538555,-15.62324532,-9.510031718,-10.01280491,-11.12266133,-13.33736565,0.487536342,-17.41306437,-7.516773303,-7.650555773,-6.676933785,10
-301.6845485,115.0645465,-9.819876757,6.304034684,-1.968611076,-8.886183785,-12.15884452,-7.537567785,-21.66527997,-11.83315568,-4.084552414,-10.88666794,-13.95101736,-9.989918848,-8.903137564,-3.157027662,-17.99079431,-1.889784445,-9.001683072,-8.342447947,10
-287.1232572,93.78970004,-34.69108339,10.56842638,-16.70202335,-14.00302637,-17.74957033,-18.69928906,-17.68200859,-13.0917498,-20.98595763,-4.488575576,-27.38670243,-0.926748132,-11.0295488,-10.3454163,-8.759087109,-4.406897852,-6.25709558,-0.855157831,10
-299.1015968,90.82273662,-40.26898242,12.61080452,-2.076054867,-11.00590899,-17.89120007,-9.756070021,-18.7030221,-14.18549072,-5.916031478,-2.576514662,-21.93507458,-3.258529621,-10.51832539,-12.46563823,-7.95063576,-4.666568634,-10.15730975,0.721753634,10
-286.0533954,95.15629621,-39.49636349,3.145920404,3.053811637,-9.848078495,-11.89822765,-18.61474658,-14.72166215,-5.329091037,-23.80797674,-10.19587024,-4.318800846,-12.93929388,-14.24338214,3.951650296,-21.47904564,-4.307006722,-6.936606168,-1.799495532,10
-285.6072343,92.93889638,-23.89624857,6.320852584,-21.43947078,-12.05475228,-10.87307586,-1.027215723,-28.6984502,-10.40555609,-2.590659248,-15.27260795,-7.435172307,-3.12658906,-15.08345612,2.617932921,-21.17806119,-3.462807319,-8.163670152,-7.756355891,10
-318.9379476,124.0432592,-19.19073252,14.89521849,-0.745104236,-4.823783595,-3.917144453,-20.07964509,-17.89702012,-2.916513691,-19.63556631,-8.10351792,-11.55793856,-11.61888967,-7.986380293,-0.084102904,-16.18207581,-4.361339416,-2.156408916,-3.970466091,10
-275.3803237,105.2043701,-60.13931568,14.73995943,-8.467863912,-16.50412778,-6.946182269,-9.191729319,-26.19812707,5.847043604,-13.41089043,0.772006161,-14.44979438,-17.15408005,-5.261008795,-8.055014071,-12.92505498,-6.931123497,-7.012053037,-6.282304435,10
-306.4388454,97.91428262,-33.86411381,-3.89228017,8.897097837,-16.98212468,-15.65622696,-8.302137819,-14.84936793,-9.540294227,-11.89278315,-9.976745737,-13.92487128,-10.67022381,-6.030038691,-14.51422308,-12.54200833,0.886992086,-10.99491883,-1.323246247,10
-208.0857045,72.65758994,-16.37542888,6.07464608,-18.15775971,-15.65640417,0.522123765,-30.24145093,-15.59770436,-4.345559422,-17.82425367,-2.669504636,-24.24853847,-0.068764307,-20.64220311,-11.97823052,-12.74083415,-14.17310312,-19.61396424,-7.430211336,10
-167.4564716,71.42440932,-49.16224422,15.9471634,-5.891669615,-12.44057949,-18.11581133,-11.92383469,-10.27486432,-4.744460863,-14.6207173,-10.07899378,-13.66179548,-5.93810732,-8.579565379,-14.04196649,-7.340979706,-2.521155362,-12.33457574,-0.547491376,10
-226.1605187,97.18756396,-7.033224986,25.73503622,-1.506825009,-10.54722602,-6.395506119,-10.94531223,-21.4699963,-6.766165905,-11.46674905,-4.439576991,-10.89221146,-7.758276153,-11.29558478,0.984368,-16.84555728,-5.260629635,-7.023647909,-6.246861568,10
-290.0332335,129.3203707,-19.36032656,6.61906365,1.221390795,-7.84146974,-11.44637855,-16.51703146,-14.33421178,-2.384209878,-14.35585,-7.621248905,-15.28104231,-8.983750508,-9.640857381,-2.330048327,-12.6564113,-8.686823195,-8.726169152,-6.551145938,10
-235.3921433,108.4567765,-18.75865414,5.002192977,-11.63435949,-21.99776822,-10.5174173,-23.52039983,-20.60839794,-0.826987575,-24.66941554,-7.273730462,-22.9834705,-3.9378259,-19.05867351,-12.28671743,-14.27465609,-13.06559364,-10.82316516,-3.911260007,10
-156.7983407,76.86006842,-8.866935609,25.85259978,-3.085749726,4.772471419,-10.26720448,-0.62944557,-15.59813141,1.824318568,-11.06417667,-4.590260413,-7.342231595,-5.333373442,-13.0165833,3.779995388,-15.61634253,-10.04478289,-3.103687208,-10.04416075,10
-143.7913719,83.56976921,-29.97522531,21.78138874,-1.559700183,1.334240195,-9.806842218,-5.91057506,-14.70333204,-2.263845179,-7.539873198,-6.181357749,-11.59797471,-2.359509866,-5.86028861,-1.361245251,-13.1049956,-5.717782053,-7.124009544,-5.774790314,10
-171.9565574,61.95927451,-22.99012405,9.982089982,-8.761724106,0.768265673,-5.520562443,-13.66365461,-7.786706225,-5.986237365,-9.484703625,-4.129204826,-15.12359139,1.256134746,-10.17369327,-7.748798666,-11.71478997,-2.129469701,-11.3011593,-4.504518702,10
-202.9844196,94.45237705,-36.14007543,5.406473894,-15.0355524,-7.439795071,-16.94532123,-13.74345976,-12.13484961,-8.29919759,-13.63875737,-5.928357755,-16.64720598,-6.429841482,-7.22246295,-12.13100388,-9.904271979,-3.724477724,-11.05188061,-3.137689919,10
-276.8250576,127.7173854,-21.08105236,8.261809778,-11.66636937,-9.211332353,-15.36969521,-8.668280498,-8.545537577,-5.075019846,-18.72067095,-3.709344676,-14.39457748,-5.621092354,-8.223241005,-9.474287377,-11.16984953,-2.650488939,-4.893751103,1.552720861,20
-227.1547153,81.25179474,-16.52229931,19.68070607,0.952782766,-2.285750173,2.615130227,-17.46797792,-13.28582552,9.329593413,-15.47639328,6.909119105,-2.627363359,11.26715749,1.264453241,11.01811948,0.333354191,10.09484787,0.367752236,4.534266459,20
-412.4487316,108.9249818,6.273970788,12.14235859,1.738777096,-3.54952137,-1.678476547,-5.978410476,-11.57169812,17.05416544,-2.133002428,-1.430732348,9.340781233,16.6315825,7.340731803,-0.585976237,-9.89732037,-5.773690146,-4.024591851,2.130753852,20
-397.0401548,138.0787721,1.316635246,13.83102153,1.124012245,13.46590294,9.943926562,4.882774273,0.522165266,8.677567628,-1.334946787,6.774322836,3.516740753,5.723500134,5.159377919,5.799548747,0.146413529,1.667928284,-4.234632961,0.395281892,20
-251.839421,96.2284113,-30.27369845,5.600112139,-10.20300632,-12.62724361,0.283660211,-35.90082929,-10.10731938,11.23846216,-13.80126399,11.35796271,-9.322089758,12.20512798,-0.828656549,13.11594837,4.688904002,21.95720163,-3.014600353,4.933489754,20
-322.4947542,104.8402652,-6.64021529,17.90492064,12.57605674,4.474710745,10.2609251,1.606283251,2.149242874,9.330920783,-10.08681227,2.487465282,1.476460412,12.00732245,0.139061976,5.830981563,4.481744333,4.367349894,0.606100526,7.930120934,20
-250.7842358,92.33405542,-57.38773329,-15.63927467,-28.30690794,-1.907066469,10.0622721,-11.39047067,9.764080396,15.09207176,0.057135526,21.81926986,7.533809571,18.12478223,-5.808622989,-0.00387354,-0.446676884,2.52588308,3.130966403,-1.688133042,20
-371.2244366,63.53160015,-22.12312425,1.557423352,9.430741741,7.530165078,-22.32037864,-5.084927916,-24.81135253,-3.49943194,-19.71000968,-13.71429072,-5.574611426,-3.974313602,-2.4466937,9.049560498,-4.206760362,3.804952711,-0.002890522,0.377940376,20
-264.6858909,111.7781001,-22.45071253,15.33089418,-7.987806113,-0.786152754,-2.970877557,-1.835781673,-8.771330891,7.58779088,-6.55914669,0.687855906,-4.667465332,1.562571368,0.457435964,-1.098574179,-4.321501712,3.830069833,-2.615510495,-0.857878975,20
-248.3306958,102.094248,-59.0926892,-6.273957711,-24.3710582,-0.937349051,5.014504262,-11.624331,9.879736379,7.115601907,-11.69197653,9.666153355,3.390296768,26.39263884,6.17756896,9.663137602,1.211654528,-0.959106707,-1.523038112,-0.777896285,20
-337.8022454,98.72264563,-4.952184878,16.92611789,11.0094553,-16.68424139,-22.42685873,-27.31037846,-35.0834833,-25.58828216,-25.03105698,-8.057674664,-12.48855254,-4.23230908,-7.528212609,-9.616816212,-5.113755613,3.986159073,-6.025382267,7.597209659,20
-237.0496225,82.27907583,-19.63733763,-3.372280299,-15.32431774,-5.451840934,-4.73106213,1.94509097,-11.16566672,9.407386815,1.150771577,10.79189964,1.916559495,4.592233635,-2.04420948,-2.046851434,-0.731576917,8.780869569,-2.682873474,-2.241848804,20
-272.0937091,118.7066539,-25.28827412,2.799709787,-34.53164117,-21.44423763,3.634181815,6.749446956,-8.843809495,23.02079827,-6.759788203,-0.888375709,-1.585137485,-1.379595746,3.39423418,-0.815837911,-0.666062315,5.820045944,-1.788512097,-0.196130442,20
-413.6936665,107.4357355,-13.93206213,21.99653216,16.0785226,-25.17556562,-21.78676147,-29.5265718,-28.91326242,-27.48142831,-28.99790495,-4.507871363,-10.09086689,-1.443805258,1.826095779,-15.31552423,-13.54829244,2.901899168,-18.92818885,4.073061701,20
-273.8906735,125.9510029,-5.385111688,15.42884612,-0.114465554,-9.80924173,-4.31639481,-15.34962557,-11.90997054,-1.49023757,-7.294535745,3.869759117,-4.073580223,2.865010379,9.047271196,5.809981459,7.499900834,2.820859005,-2.581226015,1.24157707,20
-363.7576778,110.4270856,11.4712193,26.43511948,-13.90961586,-4.181424591,2.874348054,-3.825884106,0.519017808,-1.472987051,-13.24289351,-3.808534626,-10.60457387,0.135183954,0.942282931,-5.647580696,-2.01569937,5.604216234,-2.560081415,-0.649551022,20
-192.1151682,83.72499645,-11.91017662,20.04834244,-9.767083613,0.61091918,-14.34310196,-5.408136862,-15.42644652,-3.779785608,-9.888533777,0.730633318,-11.63952334,0.160364821,-3.67262029,-4.847924144,-8.41602393,-2.295590594,-7.249659169,-0.169375606,20
-163.3191896,136.6296643,-61.91391731,-2.168615382,-8.210297718,-3.631032591,6.38605766,-5.010139109,-9.175530415,4.01862993,-2.489831132,3.357509247,-3.27209704,8.794995455,-4.753595535,1.393686523,3.786655395,5.655993154,0.993098731,-0.545008119,20
-208.7082848,85.84741034,-8.206740734,11.79498035,-12.5344917,10.79753299,-12.49106471,-7.953172143,-16.33058236,-7.873628482,10.86222445,17.07315828,3.589657477,5.893974829,-0.072398895,3.891971487,-1.7037365,2.80917545,-5.832227368,-5.425895632,20
-194.7740314,92.09020588,10.99138073,17.48574191,-3.56375584,4.471373182,-8.84132968,4.037237634,-8.854557172,-5.690026128,-11.30570468,4.672471063,-11.16638607,1.725438992,-4.366366531,-3.901360729,-0.767055714,-1.928015054,-5.898117326,0.272909749,20
-211.4833076,107.2878421,-25.11131335,20.43290375,-18.58001139,4.540429612,-9.142765456,6.160160733,-4.056176416,-5.902124285,21.60770525,3.448072855,-10.05446831,6.945829751,-12.43269765,-0.877529573,4.620518237,4.841660874,-1.043007356,7.477673041,20
-329.468085,111.6465403,-1.782622656,34.9661348,9.591929062,4.81488712,-1.103871034,0.85899971,-7.883145935,-4.115274695,-12.61540475,-6.060664382,-10.52863701,-4.875956727,-6.730885425,-4.442881068,-4.010998047,-4.460178618,-4.273653568,1.371558722,20
-341.4408254,137.2917638,-27.82302017,8.487770785,-4.343328484,-7.867036011,-6.865536611,0.394991288,-14.29227288,-10.14853919,-9.575048216,-0.6766488,-3.310052195,0.88412232,-3.01188948,0.681410967,-3.403222212,1.420850923,-5.66989779,-3.290130409,20
-323.9060601,91.21866477,-3.849802584,14.01339862,-0.784658522,1.819275748,-9.807365452,-1.585146834,-6.547959483,0.811349698,-8.05146537,2.868070443,-7.661147771,0.651782092,-3.924564887,-0.441058802,-3.616854961,6.012382027,-4.812432863,-1.00562047,20
-104.8284867,82.71791818,-13.01201587,32.86154105,19.08097635,0.398189645,-4.205857686,2.366165158,-1.520470476,3.562762528,-0.24067717,6.418753911,-7.167407225,1.066265649,-3.157295836,-6.413071905,-3.065373534,-2.133401039,-10.12499148,1.487088355,20
-311.9874363,124.9375471,-7.791068004,17.69715604,-7.037623641,12.22938834,-14.04029633,-5.909073312,-4.034125405,-3.119707201,-19.37086562,1.952071057,-10.95156504,-4.231963558,-6.605077841,3.501422884,-4.720899094,-5.42149463,-0.205963083,-1.055990595,20
-399.8401692,111.5612228,-15.50982713,18.31952301,6.582934539,-0.702424822,-2.196939817,-7.851982773,-7.893349681,6.82501923,-7.90741722,2.274602234,0.903643455,1.69993846,-2.642951996,0.233909325,4.323316764,7.115408115,5.214246167,12.6718576,20
-341.1976223,122.064254,-3.76092043,20.51195322,-11.5296017,8.89304759,-1.991811143,-0.49636343,-3.466941921,16.16924778,-1.285369269,-4.705678079,-8.330726592,3.892149557,-0.881549867,0.427882419,2.089124717,7.913868561,-4.244856224,-1.543471259,20
-284.6909078,117.4711797,-7.678256385,18.10224814,2.389604322,0.721445612,-4.311095692,4.688141979,-12.85503386,-10.81940818,-14.26858864,-4.821897811,-3.449432616,-2.132972519,-5.050842947,-7.33758252,-2.982786716,1.564493127,-4.117512111,-0.379790734,20
-350.0547909,130.9700319,4.523579786,14.39248083,9.617854834,7.823116761,-4.387366398,6.757548652,-1.240803253,1.387982908,-1.137760467,-0.231094589,1.584342255,-0.870929478,-1.590496233,3.907507937,-6.041917588,3.378664575,-3.62616009,3.536711834,20
-262.9911589,85.87153973,-15.18170774,0.96729375,-14.52981652,2.678777374,-1.456872519,-2.588348833,-17.1324301,5.473121804,-9.916137983,7.685981441,-10.44485075,3.406278648,-6.413665453,2.647082799,-3.508483651,-0.214908872,-3.840455602,1.298214262,20
-397.6813962,127.5322584,-44.3833603,1.394344826,-10.65338477,-17.96996049,-23.42512166,-18.34405903,-16.90909508,-10.66417375,-18.48906293,-7.568076144,-16.217274,-11.22427373,-2.280023526,-2.524894192,-8.800663745,1.503132539,-3.150463912,-0.941105935,20
-117.1639326,90.97182023,-39.34975717,-5.820799434,-15.32383598,-34.77214791,-14.18603045,9.222586948,-27.96365293,4.092023371,-14.32884953,1.820479276,2.413129182,-3.199149119,-3.527949284,10.38676084,3.42551583,2.460475405,-6.604063766,-4.239258232,20
-214.4781646,105.9107507,-9.111190648,8.391828866,-32.44303073,-6.910152424,-11.43861949,-10.3145355,-11.76248267,-9.300767175,-10.21994345,-4.509745361,-9.63177748,-3.452111797,-3.636970563,-9.089711947,-9.344391847,-5.606896813,-7.137923067,-5.808400647,20
-316.4134246,117.7569349,28.93277027,14.36637606,-6.71641161,-10.20406294,-16.91160006,-12.89147403,-15.10190734,-4.732093307,-7.461983543,-5.979104251,-13.8561224,0.380544067,-9.462388761,-6.103392754,-6.12114492,-6.944784873,-7.633755067,-6.909167205,20
-248.8116259,102.3873749,-14.00771199,8.222758167,-30.51756977,-12.50573959,-13.05766751,-13.8103161,-13.44476041,-8.958800352,-13.65493834,-1.877671823,-7.515382574,-5.200013401,-0.041001531,-7.025310766,-7.237870816,-1.352468114,-6.28879054,-1.451716003,20
-225.659266,103.8352133,-6.194132108,17.47929998,-32.9030311,-11.98823137,-14.31008034,-17.39081044,-12.04085687,-11.10164261,-8.859691653,-7.095157294,-12.85238722,-3.541840345,-4.715729464,-6.912497932,-6.342367388,-4.966120228,-3.384308186,0.570609112,20
-328.7062765,125.0034341,-20.32299131,5.271261626,-7.837636047,-5.905589854,-8.186143293,-2.774397866,-11.29096984,5.117621041,-11.06591165,1.468580538,-4.858026605,2.667379395,2.02566493,-6.100078083,0.494493266,4.218017297,-0.76993408,1.570742339,20
-171.8018952,87.54585695,24.51592991,16.4817676,-7.60831029,-3.332975185,-15.20276355,-4.067185243,-13.21619139,-8.691614232,-11.77210581,-9.172994255,-11.60656283,-4.463872081,-8.821305764,-2.459851614,-9.380121195,-3.19096326,-11.64470069,-5.693871533,20
-275.3116532,96.57956887,-1.759442357,28.7888191,-7.214918131,4.457402584,-18.66323424,-2.201964654,-24.10867921,-14.28723585,-9.031666987,-1.478717715,-9.060215617,-3.093512108,-2.255076956,1.647296514,-7.696161889,0.611932189,-1.498775704,-2.900449475,20
-307.3184535,119.7753218,-17.17860479,8.647631134,-2.889818526,-1.082016053,-10.57454814,4.286939301,-9.738018563,-14.14254001,-20.99590914,-3.918953075,-10.32355791,-4.344090628,-0.041727457,-5.518221247,-0.395769578,3.664063213,-4.706235762,-0.623638302,20
-236.2040107,98.21251745,4.944597139,26.81524191,-4.235410427,4.497950082,-9.453253298,-2.565559236,-9.131129182,-10.47872474,-6.347284287,-3.728176941,-12.83292866,-9.56696141,-6.968235486,-2.387975662,-13.34851677,0.633154481,-7.358800815,-9.313466054,20
-192.904511,87.70970698,0.033834525,12.43776754,-11.29843118,-7.095500576,-8.849848275,-3.872750938,-8.75222483,-2.890478794,-13.50739233,-4.222965988,-13.93677138,-0.435567837,-7.204422095,-3.750955512,-7.339766266,-3.970205935,-6.626317447,-5.4286925,20
-455.2845526,35.92849501,-7.567314188,5.223777629,-6.585010374,-6.023759125,-10.44806273,1.014565809,-16.95903956,-15.91770872,-15.51944157,-4.170990859,-6.34227355,-5.483603646,-6.460859868,-7.318365188,-3.33227384,0.620075018,-6.580458254,-3.608561961,20
-262.9911589,85.87153973,-15.18170774,0.96729375,-14.52981652,2.678777374,-1.456872519,-2.588348833,-17.1324301,5.473121804,-9.916137983,7.685981441,-10.44485075,3.406278648,-6.413665453,2.647082799,-3.508483651,-0.214908872,-3.840455602,1.298214262,20
-209.8256778,82.52880093,-25.51861849,3.31682931,-8.843952954,0.930442808,-7.063582424,0.236551689,-14.15510869,-1.594433166,-6.317614236,2.578148036,-9.571644405,-2.417440613,-1.558995055,-1.78899863,-7.343945407,3.021336636,-6.387579296,1.819672067,20
-328.0707648,101.911972,-30.23353188,-7.502847512,-18.73165434,-2.43072705,7.905656971,14.51280232,-9.361229003,11.82569807,-3.779759664,0.925586322,-6.045206261,-3.103461819,9.885166691,-0.70887327,9.383322319,13.13963267,7.291977452,13.07986114,20
-209.3872625,65.26440014,-36.06159023,20.371527,-9.187062484,-6.87009151,-9.481145178,-8.142823131,-19.15295089,-0.622174178,-21.44820152,-2.336957262,-14.41292574,-2.291401643,1.884827326,-2.488965798,-5.291665402,10.88507666,-7.814001545,3.177500186,20
-196.2211476,63.26307905,-38.2938774,1.875107995,-14.0709589,-10.32801391,-5.822598951,-3.055905263,-15.65587752,19.09132046,-10.12611852,4.671136991,7.897696567,12.44258156,12.8051664,-5.161046291,-6.571123177,-0.818128186,-6.681307374,1.160340514,20
-391.4263798,104.3474057,1.642998553,9.629069352,-2.540218148,1.419067577,-4.22381635,0.865881513,-13.05248021,-7.691254227,-13.30658594,1.468417297,-6.213046635,10.13087711,4.368847393,0.629005661,6.578278035,5.952156922,-6.778228946,7.342538215,20
-221.9353985,102.2009824,-6.06921367,6.436546049,-6.357483204,18.1878957,9.441731613,3.886966998,-0.5740748,8.648466634,-8.963617522,6.159190542,-8.396253886,1.98570547,-2.485261782,-7.91602773,-3.325565887,0.889891883,-1.133920797,-3.855939079,30
