#input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,input17,input18,input19,input20,output
0.949054949,0.024124511,0.009322054,0.004435165,0.003640401,0.001836036,0.001481184,0.001183669,0.000979545,0.000727796,0.00061509,0.000519678,0.000405715,0.00037854,0.000340515,0.000296492,0.000258153,0.000205064,0.000195442,3.15E-33,10
0.96136528,0.022674027,0.005502494,0.003427948,0.002047252,0.001144974,0.00076022,0.000662922,0.000578193,0.000395104,0.00030428,0.000244121,0.000191071,0.000169531,0.000146846,0.000124754,0.000111103,8.72E-05,6.27E-05,2.94E-33,10
0.950897364,0.021367398,0.009311052,0.004461346,0.00353398,0.002826124,0.002015013,0.001013547,0.000852504,0.000765969,0.000661591,0.000430048,0.000394847,0.000384753,0.000286459,0.000262028,0.00022447,0.000182384,0.000129124,3.13E-33,10
0.941966863,0.026626589,0.012262885,0.005850018,0.003289801,0.00242899,0.001898536,0.001118815,0.000956298,0.000829106,0.000633182,0.000499302,0.000400718,0.000361464,0.000252322,0.000226882,0.000161263,0.000122312,0.000114656,2.44E-33,10
0.942802821,0.032670329,0.007766196,0.004965352,0.003711117,0.001967804,0.001352101,0.001140829,0.000700239,0.000620626,0.00045694,0.00041469,0.000365712,0.00028906,0.000255095,0.000171378,0.000132249,0.0001224,9.51E-05,4.53E-33,10
0.947848427,0.027469904,0.006917178,0.00403364,0.003933667,0.002238912,0.001466345,0.00116121,0.001011223,0.000766743,0.000592367,0.000545726,0.000428408,0.000367317,0.000320682,0.000316821,0.000235498,0.000198379,0.000147555,6.11E-33,10
0.953934322,0.023894893,0.008070331,0.005092498,0.002445169,0.001908219,0.00081147,0.000754955,0.000714096,0.000459017,0.00037322,0.000341024,0.000261865,0.000215328,0.000210788,0.000198855,0.000129142,0.000104987,7.98E-05,9.77E-33,10
0.938617038,0.032349881,0.009676465,0.007710798,0.002447707,0.002058395,0.001365928,0.001150595,0.000930964,0.000756791,0.000670903,0.000505259,0.000386939,0.000359054,0.000289007,0.000231239,0.000189146,0.00017394,0.000129949,7.13E-33,10
0.953622328,0.020412009,0.00758594,0.006178772,0.003239609,0.001945743,0.001239036,0.00113987,0.000863265,0.000766909,0.000594319,0.000521515,0.000415089,0.000365034,0.000343864,0.000253429,0.000225143,0.000165836,0.000122292,4.96E-33,10
0.903403513,0.045949477,0.014463632,0.011272328,0.0063664,0.004291676,0.002679157,0.00189226,0.001742488,0.001454981,0.001261907,0.001007786,0.000960122,0.000849503,0.000734939,0.000542298,0.000505842,0.000334861,0.00028683,2.22E-32,10
0.903464229,0.045837169,0.017360693,0.012986198,0.004834568,0.002842441,0.002352269,0.001869382,0.001559218,0.001464964,0.001150256,0.000850984,0.000772776,0.000692709,0.000472595,0.000421782,0.000382778,0.000372264,0.000312725,3.76E-33,10
0.885243818,0.083191371,0.009497178,0.005627843,0.004662838,0.002306468,0.001735324,0.001512524,0.001253597,0.00112833,0.000979698,0.00058565,0.000526797,0.000426494,0.000397237,0.000316352,0.000260693,0.000179617,0.000168171,1.93E-33,10
0.954916815,0.032978155,0.004597731,0.001810642,0.00133563,0.001141664,0.000661314,0.000589718,0.000338622,0.000311545,0.000265631,0.000228964,0.000171159,0.000166481,0.000151773,0.000122769,7.93E-05,7.33E-05,5.88E-05,2.83E-33,10
0.947677547,0.017719282,0.009654388,0.006120949,0.003506247,0.002746702,0.002293222,0.002019367,0.001502292,0.001278864,0.001081111,0.000972803,0.000851356,0.000649414,0.000574462,0.000448259,0.000380513,0.000289699,0.000233524,2.78E-33,10
0.859074919,0.078532668,0.022567649,0.016079018,0.006219216,0.005135752,0.002324011,0.002100439,0.001758339,0.001158716,0.000979359,0.000827041,0.000786154,0.000638577,0.000612679,0.000484627,0.000335774,0.000216294,0.000168768,2.36E-33,10
0.871979027,0.056242691,0.030551011,0.01309394,0.007010822,0.004821343,0.003019449,0.002677408,0.001935957,0.001820132,0.001654507,0.00116394,0.00082149,0.000759798,0.000717573,0.000564395,0.000471642,0.000367114,0.000327761,3.57E-33,10
0.90204732,0.051710035,0.017569752,0.00700247,0.005190236,0.003777537,0.002888575,0.002160694,0.001939689,0.001253784,0.000888327,0.000793253,0.000619012,0.000572178,0.000449989,0.000334433,0.000304898,0.000268311,0.000229508,5.34E-33,10
0.942072098,0.020372749,0.009565121,0.009326461,0.004967856,0.003168617,0.002062888,0.001808599,0.001226008,0.001115623,0.001011494,0.00068809,0.000619242,0.000490222,0.000427426,0.000334729,0.000293397,0.000246438,0.000202943,4.16E-33,10
0.984405583,0.006018813,0.002390628,0.001344713,0.001231072,0.000846941,0.000675053,0.000543577,0.000496833,0.000411521,0.000318929,0.000281651,0.00022241,0.000208089,0.000173752,0.000150674,0.000120833,8.95E-05,6.94E-05,1.34E-32,20
0.923979943,0.037913457,0.01221853,0.006829947,0.004419149,0.003190137,0.002187765,0.001822032,0.001648722,0.001242584,0.00095531,0.0008154,0.000617703,0.000545947,0.000492769,0.000427021,0.000370026,0.000184194,0.000139363,1.43E-33,20
0.968350854,0.015114468,0.00553804,0.003620166,0.002381394,0.00136816,0.000950008,0.000804817,0.000380591,0.000333542,0.000282512,0.0002286,0.000162217,0.000127995,9.93E-05,9.16E-05,6.72E-05,5.04E-05,4.82E-05,1.13E-33,20
0.984062402,0.007905825,0.003427545,0.001420991,0.000899572,0.000694521,0.000443713,0.000262707,0.000200082,0.000156147,9.86E-05,9.76E-05,8.34E-05,6.95E-05,5.89E-05,3.99E-05,3.73E-05,2.49E-05,1.64E-05,2.30E-33,20
0.938520067,0.020976133,0.013068213,0.008899685,0.005140968,0.003246244,0.002771768,0.001787202,0.001352087,0.000938435,0.000727871,0.000689956,0.000516995,0.000407297,0.000288205,0.000236355,0.000196365,0.000162153,7.40E-05,1.62E-33,20
0.964787299,0.010406638,0.007378381,0.005238281,0.003557678,0.002281915,0.001705067,0.000969843,0.000693375,0.000601411,0.000512147,0.000460888,0.000354898,0.000265409,0.000200979,0.000181759,0.000153812,0.000143022,0.000107198,1.06E-33,20
0.898584195,0.060754846,0.016780281,0.007121369,0.00502851,0.002747632,0.001849424,0.001479065,0.001272073,0.000936321,0.000848108,0.000610198,0.000536282,0.000443099,0.000371609,0.000229583,0.000180266,0.00013803,8.91E-05,1.67E-32,20
0.975583177,0.012961306,0.004699548,0.001762635,0.00115857,0.001078513,0.000672638,0.000644438,0.00040707,0.000277059,0.000183458,0.000154314,0.00010942,9.59E-05,7.67E-05,5.53E-05,3.38E-05,2.55E-05,2.06E-05,4.34E-33,20
0.950279668,0.026967642,0.007048615,0.004703095,0.003110985,0.00155356,0.00123373,0.001116663,0.000818734,0.000610661,0.000500083,0.000438493,0.000402441,0.000294026,0.000238983,0.00020833,0.000180362,0.000178036,0.000115894,3.05E-33,20
0.912229135,0.052140477,0.012076668,0.00761932,0.003717488,0.003386272,0.002376941,0.001511622,0.001259962,0.000978686,0.000724068,0.000495085,0.000414532,0.000381517,0.000208429,0.000179719,0.000127742,0.000114782,5.76E-05,4.15E-33,20
0.964694443,0.018922145,0.005560781,0.002629349,0.001718163,0.00129836,0.001100341,0.000971511,0.000736035,0.000451041,0.000444435,0.000365562,0.000278646,0.000204338,0.000178941,0.000154709,0.000135298,9.57E-05,6.02E-05,2.18E-33,20
0.90505539,0.056098716,0.013138856,0.005738468,0.004713639,0.003940712,0.003014394,0.002220072,0.001606967,0.001129429,0.000920956,0.000708621,0.000487692,0.000369744,0.000302633,0.000258788,0.000160932,8.27E-05,5.13E-05,4.69E-33,20
0.934755959,0.025619753,0.015054776,0.006240571,0.005741285,0.003812568,0.002650969,0.00157873,0.001297103,0.000810965,0.000778356,0.000576746,0.000360752,0.000232,0.000182852,0.0001118,9.99E-05,4.91E-05,4.59E-05,3.28E-33,20
0.971773311,0.014801738,0.005260491,0.001741387,0.00148605,0.00106043,0.000713552,0.000653141,0.000569294,0.000438071,0.000321507,0.000282731,0.000275061,0.000211452,0.000166472,0.000119615,6.14E-05,4.15E-05,2.27E-05,2.06E-33,20
0.955794172,0.019922478,0.008452844,0.004148466,0.003357219,0.002359128,0.001439283,0.001103417,0.000853704,0.000576313,0.000438137,0.000351815,0.000323779,0.000263344,0.000213832,0.00013404,0.000116146,0.000104663,4.72E-05,1.71E-33,20
0.971274377,0.018144469,0.005232838,0.001802542,0.000722814,0.000662641,0.000498937,0.000398679,0.000277147,0.000216147,0.000190628,0.000137364,0.000117113,9.29E-05,8.22E-05,5.79E-05,5.17E-05,3.07E-05,8.96E-06,9.26E-34,20
0.902438021,0.063710216,0.010045681,0.006176311,0.003259348,0.00299241,0.002412388,0.001757594,0.001295976,0.001110001,0.000915619,0.000772357,0.000741326,0.000617078,0.000465637,0.00043367,0.000321228,0.000294468,0.000240671,1.46E-33,20
0.850201455,0.113041548,0.014589411,0.005624951,0.003871263,0.003570612,0.001990311,0.00140841,0.001243503,0.00096677,0.000825272,0.000717391,0.000514188,0.000393678,0.000311221,0.000282841,0.000203169,0.000135542,0.000108462,3.44E-33,20
0.930991293,0.033914428,0.007465847,0.007021445,0.004428679,0.003491038,0.002719597,0.002022072,0.001521883,0.00147683,0.001104201,0.001022712,0.000715413,0.000620729,0.000505764,0.00041942,0.000270457,0.000158911,0.000129283,1.45E-33,20
0.92417491,0.045279592,0.007472045,0.006526766,0.004674189,0.003140749,0.002260314,0.001204475,0.001150109,0.000852744,0.000816571,0.000593209,0.00047563,0.000401463,0.00028189,0.000231026,0.000176987,0.000160153,0.000127178,1.28E-33,20
0.887546193,0.064565217,0.021375282,0.009417127,0.004169016,0.002568693,0.001859573,0.001574459,0.001236092,0.001087436,0.000996793,0.000721892,0.00069091,0.000575972,0.000478666,0.000376501,0.000302662,0.000261177,0.00019634,4.91E-33,20
0.977716006,0.010298084,0.00311089,0.001848515,0.001563365,0.001015647,0.00079733,0.000705476,0.000538916,0.000491381,0.000382711,0.00032997,0.000284671,0.000234278,0.000178204,0.000163341,0.000141946,0.000121777,7.75E-05,8.76E-34,20
0.984710328,0.008615576,0.001732562,0.001569693,0.000673238,0.00063264,0.000361358,0.000339844,0.000328016,0.000250644,0.00017418,0.00013801,0.00011728,0.000107019,9.16E-05,6.44E-05,4.32E-05,3.26E-05,1.78E-05,1.75E-33,20
0.972606972,0.015060292,0.005030385,0.002413076,0.001484722,0.001068178,0.000503793,0.000439006,0.000367777,0.000240707,0.000194237,0.00015773,0.000127486,8.98E-05,6.91E-05,5.47E-05,4.15E-05,2.86E-05,2.20E-05,8.13E-33,20
0.8761988,0.038532845,0.029984507,0.01287228,0.007325529,0.005689735,0.004524711,0.004294243,0.003845824,0.003255067,0.002806573,0.002145679,0.001884668,0.001567545,0.001388227,0.00127462,0.000948134,0.000876238,0.000584775,2.34E-33,20
0.9584857,0.025383869,0.005427268,0.003971728,0.001469005,0.00117735,0.000902094,0.000837864,0.000562393,0.000337893,0.000318506,0.000255138,0.000219883,0.000191224,0.000145851,0.000102935,8.83E-05,6.96E-05,5.35E-05,1.18E-33,20
0.979604254,0.007388436,0.003130189,0.002292855,0.002059463,0.001405816,0.000828963,0.000727435,0.000631733,0.000423797,0.00031966,0.000274678,0.000272058,0.000180086,0.000130108,0.00011186,9.39E-05,7.42E-05,5.04E-05,5.12E-33,20
0.979687487,0.009343179,0.00470838,0.001868884,0.001012036,0.000799136,0.000539512,0.000449424,0.00031232,0.000290854,0.00019439,0.000169211,0.000161469,0.000139272,9.43E-05,7.98E-05,6.51E-05,4.67E-05,3.84E-05,7.27E-34,20
0.9717478,0.014058397,0.004535175,0.002328305,0.001378364,0.001150754,0.000805813,0.00062314,0.00059072,0.000538857,0.000463236,0.000359021,0.000338598,0.000235653,0.000223474,0.000207759,0.000165058,0.000138349,0.000111527,1.70E-33,20
0.979354015,0.01203118,0.003367435,0.002025773,0.000875642,0.000495437,0.000438056,0.000263363,0.000200783,0.000190858,0.000134492,0.000121917,0.000111129,0.00010434,9.82E-05,6.62E-05,5.15E-05,4.27E-05,2.70E-05,1.72E-33,20
0.943568015,0.031516067,0.006337244,0.004742685,0.003406132,0.001957702,0.001708196,0.001468168,0.001219462,0.000850181,0.000664143,0.000597063,0.000518063,0.000425395,0.000306307,0.000243817,0.000183504,0.000155605,0.000132252,2.38E-33,20
0.973706574,0.011392889,0.004854197,0.002781741,0.001606786,0.001259348,0.000895678,0.000788628,0.000698789,0.000551358,0.000460378,0.000267215,0.000188489,0.00014051,0.0001335,9.86E-05,6.67E-05,6.22E-05,4.65E-05,5.76E-33,20
0.817594968,0.084581056,0.035523947,0.018620004,0.010760347,0.007536408,0.006244107,0.004519319,0.003482546,0.003021987,0.001896971,0.00168983,0.001348925,0.001051207,0.000862906,0.000565258,0.000345801,0.000230427,0.000123986,2.24E-33,20
0.871034646,0.093649284,0.011351842,0.008307499,0.004735111,0.002641506,0.001707382,0.001375762,0.000896146,0.000876124,0.000619248,0.000526874,0.000474307,0.000465982,0.000401835,0.000353122,0.00028538,0.000193599,0.00010435,2.02E-33,20
0.970215783,0.016732253,0.004498351,0.002655068,0.001244258,0.000938584,0.000761142,0.000559345,0.000512721,0.000393697,0.000300064,0.000227735,0.000225297,0.000162689,0.000158213,0.000142714,0.00010821,9.40E-05,6.99E-05,2.01E-33,20
0.895393401,0.071960624,0.007596646,0.007305102,0.003764045,0.00305043,0.00236518,0.001919569,0.001597225,0.001221997,0.000903281,0.00064745,0.000615774,0.000450783,0.000355673,0.000332906,0.000236845,0.000183612,9.95E-05,4.32E-33,20
0.893107623,0.065645602,0.012591086,0.009877289,0.004666461,0.003984851,0.002346618,0.001624239,0.001311059,0.001219245,0.000808811,0.00059824,0.000516319,0.000488755,0.000372867,0.000289043,0.000266367,0.000174316,0.000111211,7.26E-33,20
0.965855422,0.019330205,0.003239457,0.002358933,0.001887206,0.001692566,0.001221927,0.000794963,0.000736333,0.000676426,0.000560256,0.000327356,0.000290143,0.000262243,0.00022823,0.000193404,0.000159951,0.000106964,7.80E-05,1.78E-33,20
0.92549583,0.045441064,0.011450901,0.006314962,0.002507267,0.00228617,0.001303413,0.000981026,0.000879325,0.000728306,0.000593818,0.000502818,0.000456265,0.000269242,0.000245917,0.000192776,0.000143672,0.000121309,8.59E-05,4.90E-33,20
0.96187569,0.01429343,0.007497065,0.004874851,0.00238911,0.001908174,0.00170799,0.001130572,0.00087666,0.000703114,0.000646179,0.000465701,0.000418634,0.000339538,0.000256177,0.000231901,0.000174282,0.000112614,9.83E-05,1.01E-32,20
0.96655891,0.01513026,0.00598657,0.003245523,0.002006284,0.001782158,0.001451283,0.000732366,0.00069321,0.000461982,0.000445473,0.00037597,0.000252685,0.000240453,0.000182955,0.00015527,0.000147752,8.15E-05,6.94E-05,2.88E-33,20
0.956578258,0.022393438,0.00615376,0.004012333,0.003582975,0.001722435,0.001482654,0.000990844,0.000585115,0.000465172,0.000438246,0.000337829,0.000318814,0.000259763,0.000190286,0.000176729,0.000139157,0.000110345,6.18E-05,2.67E-33,20
0.93475053,0.03082576,0.013797944,0.004681521,0.004104348,0.003016035,0.002388269,0.001641552,0.001124884,0.000901422,0.000612984,0.000520929,0.00037977,0.000352705,0.000277249,0.000197655,0.000166148,0.000155015,0.000105281,8.97E-34,20
0.97349277,0.017018849,0.003169214,0.002077026,0.000939953,0.000723767,0.000514256,0.000358178,0.000314275,0.000270848,0.000231935,0.000220483,0.000174882,0.000140702,0.000109223,9.53E-05,6.14E-05,4.50E-05,4.20E-05,1.94E-32,20
0.943568015,0.031516067,0.006337244,0.004742685,0.003406132,0.001957702,0.001708196,0.001468168,0.001219462,0.000850181,0.000664143,0.000597063,0.000518063,0.000425395,0.000306307,0.000243817,0.000183504,0.000155605,0.000132252,2.38E-33,20
0.918543075,0.043168701,0.011316523,0.010717519,0.004308342,0.002232012,0.001618928,0.001479495,0.001385692,0.001084717,0.001000317,0.000602598,0.000565919,0.000461816,0.000396796,0.000335218,0.000306488,0.000269716,0.000206128,1.62E-33,20
0.944826157,0.03553276,0.007784826,0.003552341,0.00223254,0.002186659,0.001016579,0.000751819,0.000627818,0.000316501,0.000253868,0.000219054,0.00021189,0.000143327,0.000115435,9.36E-05,5.72E-05,5.09E-05,2.68E-05,1.61E-33,20
0.907547933,0.036518045,0.019368274,0.008492035,0.006491391,0.005937757,0.0027387,0.002365853,0.001927763,0.001724542,0.001604878,0.001249933,0.000918489,0.000893073,0.000664581,0.0004562,0.000418658,0.000412588,0.000269306,4.55E-33,20
0.904405815,0.032630046,0.014028362,0.011316221,0.009895695,0.007683033,0.005096533,0.003551133,0.002325347,0.002027472,0.00192748,0.001357097,0.001221453,0.000718462,0.000608494,0.000416975,0.000358817,0.000277579,0.000153985,2.37E-33,20
0.97194491,0.014467195,0.004500457,0.001920436,0.001426543,0.001231145,0.000834152,0.000708439,0.00068268,0.000535623,0.000392973,0.000306306,0.00026396,0.000217957,0.000168476,0.000136363,0.000111293,9.09E-05,6.02E-05,2.38E-33,20
0.951717006,0.021482435,0.010408387,0.003797924,0.003038801,0.001930743,0.001660818,0.001416201,0.000952911,0.000792325,0.000616308,0.000549809,0.000365604,0.000338783,0.000286837,0.000226665,0.000167151,0.000142397,0.000108895,2.03E-33,30
0.965110407,0.019920995,0.00413524,0.002548976,0.00246667,0.001308174,0.001146126,0.00076418,0.000587837,0.00044009,0.000381454,0.000263368,0.000213035,0.000185139,0.000156275,0.000144805,9.96E-05,6.62E-05,6.15E-05,6.45E-33,30
0.972937187,0.015692439,0.002876539,0.002779954,0.002385317,0.000982326,0.000476285,0.000432113,0.000335159,0.000242796,0.000213813,0.000147703,0.000115453,8.36E-05,7.67E-05,7.09E-05,5.74E-05,5.61E-05,3.82E-05,1.41E-33,30
0.969161113,0.01691674,0.004172404,0.003309052,0.001523126,0.001039505,0.000851511,0.000616983,0.000443561,0.000382969,0.000339654,0.000253941,0.000207421,0.000189489,0.000166932,0.000152545,0.000116379,9.75E-05,5.92E-05,7.96E-33,30
0.976204747,0.012039074,0.003063647,0.002246487,0.001173501,0.001086122,0.00076574,0.000655567,0.000571778,0.000526235,0.000353137,0.000259251,0.000220653,0.000201224,0.00018427,0.000152314,0.00012628,8.98E-05,8.02E-05,1.42E-33,30
0.925146883,0.034819725,0.0137751,0.010671104,0.004516749,0.002321812,0.001941455,0.001414719,0.001082798,0.000975325,0.000848879,0.00066771,0.00061608,0.000384906,0.000256767,0.0002007,0.000166152,0.000110303,8.28E-05,2.40E-33,30
0.978943818,0.009278705,0.002605509,0.002108619,0.001595326,0.001436236,0.000845327,0.00053895,0.000419697,0.000406718,0.000347448,0.000294801,0.000269812,0.000227052,0.000181156,0.000155188,0.000147369,0.000105191,9.31E-05,2.22E-33,30
0.978874321,0.009674476,0.002936005,0.002097325,0.001463299,0.001035655,0.000795374,0.000668243,0.000471757,0.000416166,0.000306693,0.000261075,0.000234798,0.000185064,0.000175639,0.00013038,0.000117471,8.68E-05,6.94E-05,6.67E-33,30
0.985462313,0.006871674,0.002490011,0.001362594,0.000854052,0.000658732,0.000499613,0.000336583,0.000295659,0.000229244,0.000178355,0.000160198,0.000132479,0.000119347,9.79E-05,7.97E-05,7.10E-05,5.41E-05,4.65E-05,1.09E-32,30
0.965010194,0.022982903,0.003523912,0.002408412,0.001837097,0.000896699,0.000671083,0.00048222,0.000460684,0.000338928,0.000323204,0.00023752,0.000207837,0.000168387,0.000133794,0.000120918,8.01E-05,6.71E-05,4.90E-05,1.99E-33,30
0.977198634,0.007972411,0.005502502,0.002346213,0.001509644,0.000979877,0.000852541,0.000650374,0.000467848,0.000426077,0.000386567,0.000333358,0.000293544,0.00025534,0.000213435,0.000202201,0.00016593,0.000149941,9.36E-05,1.38E-33,30
